Fecha,Último_plata,Apertura_plata,Máximo_plata,Mínimo_plata,% var._plata,Materia
2004-02-13,6.582,6.62,6.74,6.47,-0.57,plata
2004-02-17,6.78,6.585,6.785,6.58,3.01,plata
2004-02-18,6.7,6.785,6.88,6.63,-1.18,plata
2004-02-19,6.658,6.675,6.745,6.56,-0.63,plata
2004-02-20,6.533,6.655,6.7,6.46,-1.88,plata
2004-02-23,6.49,6.55,6.55,6.395,-0.66,plata
2004-02-24,6.622,6.49,6.635,6.49,2.03,plata
2004-02-25,6.535,6.62,6.8,6.51,-1.31,plata
2004-02-26,6.73,6.555,6.755,6.31,2.98,plata
2004-02-27,6.715,6.73,6.79,6.58,-0.22,plata
2004-03-01,6.945,6.715,7.03,6.68,3.43,plata
2004-03-02,6.725,6.95,7.0,6.7,-3.17,plata
2004-03-03,6.752,6.72,6.855,6.555,0.4,plata
2004-03-04,6.768,6.765,6.87,6.71,0.24,plata
2004-03-05,6.99,6.77,7.0,6.75,3.28,plata
2004-03-08,6.99,6.985,7.07,6.89,0.0,plata
2004-03-09,7.18,7.0,7.2,6.92,2.72,plata
2004-03-10,7.185,7.165,7.28,7.09,0.07,plata
2004-03-11,7.193,7.155,7.245,7.065,0.11,plata
2004-03-12,7.063,7.2,7.29,6.94,-1.81,plata
2004-03-15,7.14,7.075,7.165,7.075,1.09,plata
2004-03-16,7.167,7.14,7.21,7.125,0.38,plata
2004-03-17,7.26,7.17,7.275,7.12,1.3,plata
2004-03-18,7.465,7.26,7.48,7.24,2.82,plata
2004-03-19,7.563,7.46,7.72,7.4,1.31,plata
2004-03-22,7.628,7.565,7.765,7.515,0.86,plata
2004-03-23,7.708,7.63,7.72,7.565,1.05,plata
2004-03-24,7.65,7.715,7.785,7.575,-0.75,plata
2004-03-25,7.602,7.6,7.65,7.48,-0.63,plata
2004-03-26,7.717,7.595,7.81,7.52,1.51,plata
2004-03-29,7.625,7.72,7.755,7.605,-1.19,plata
2004-03-30,7.775,7.62,7.795,7.61,1.97,plata
2004-03-31,7.945,7.78,7.95,7.775,2.19,plata
2004-04-01,8.148,7.93,8.21,7.905,2.56,plata
2004-04-02,8.155,8.15,8.5,7.935,0.09,plata
2004-04-05,8.117,8.185,8.345,8.02,-0.47,plata
2004-04-06,8.22,8.115,8.275,8.105,1.27,plata
2004-04-07,8.19,8.22,8.285,8.07,-0.36,plata
2004-04-08,8.09,8.19,8.265,8.035,-1.22,plata
2004-04-12,8.03,8.125,8.2,7.82,-0.74,plata
2004-04-13,7.45,8.035,8.045,7.35,-7.22,plata
2004-04-14,7.005,7.45,7.46,6.83,-5.97,plata
2004-04-15,7.078,7.03,7.15,6.85,1.04,plata
2004-04-16,7.145,7.095,7.24,7.03,0.95,plata
2004-04-19,7.21,7.165,7.3,7.16,0.91,plata
2004-04-20,6.945,7.21,7.23,6.895,-3.68,plata
2004-04-21,6.17,6.94,6.95,6.14,-11.16,plata
2004-04-22,6.028,6.145,6.265,6.0,-2.3,plata
2004-04-23,6.163,6.05,6.205,6.05,2.24,plata
2004-04-26,6.173,6.18,6.245,6.15,0.16,plata
2004-04-27,6.235,6.18,6.3,6.175,1.0,plata
2004-04-28,5.867,6.235,6.29,5.825,-5.9,plata
2004-04-29,5.838,5.88,5.99,5.555,-0.49,plata
2004-04-30,6.09,5.85,6.15,5.85,4.32,plata
2004-05-03,6.028,6.165,6.165,5.86,-1.02,plata
2004-05-04,6.048,6.04,6.175,6.01,0.33,plata
2004-05-05,6.115,6.09,6.17,6.03,1.11,plata
2004-05-06,5.83,6.13,6.14,5.77,-4.66,plata
2004-05-07,5.6,5.82,5.915,5.585,-3.95,plata
2004-05-10,5.765,5.595,5.775,5.455,2.95,plata
2004-05-11,5.523,5.78,5.83,5.5,-4.2,plata
2004-05-12,5.565,5.56,5.73,5.555,0.76,plata
2004-05-13,5.615,5.58,5.65,5.51,0.9,plata
2004-05-14,5.728,5.615,5.75,5.56,2.01,plata
2004-05-17,5.675,5.735,5.905,5.635,-0.93,plata
2004-05-18,5.68,5.685,5.775,5.625,0.09,plata
2004-05-19,5.927,5.665,5.94,5.66,4.35,plata
2004-05-20,5.78,5.93,5.93,5.77,-2.48,plata
2004-05-21,5.87,5.78,5.96,5.78,1.56,plata
2004-05-24,5.997,5.885,6.02,5.785,2.16,plata
2004-05-25,6.085,6.01,6.11,5.96,1.47,plata
2004-05-26,6.055,6.085,6.17,6.01,-0.49,plata
2004-05-27,6.195,6.055,6.22,6.055,2.31,plata
2004-05-28,6.11,6.2,6.25,6.03,-1.37,plata
2004-06-01,6.055,6.145,6.2,6.04,-0.9,plata
2004-06-02,5.838,6.06,6.125,5.8,-3.58,plata
2004-06-03,5.735,5.81,5.88,5.715,-1.76,plata
2004-06-04,5.81,5.735,5.835,5.65,1.31,plata
2004-06-07,5.9,5.82,5.925,5.81,1.55,plata
2004-06-08,5.77,5.895,5.945,5.74,-2.2,plata
2004-06-09,5.633,5.77,5.82,5.61,-2.37,plata
2004-06-10,5.748,5.64,5.755,5.6,2.04,plata
2004-06-14,5.658,5.72,5.785,5.63,-1.57,plata
2004-06-15,5.735,5.65,5.77,5.63,1.36,plata
2004-06-16,5.725,5.74,5.775,5.635,-0.17,plata
2004-06-17,5.925,5.73,5.93,5.71,3.49,plata
2004-06-18,5.983,5.925,6.045,5.86,0.98,plata
2004-06-21,5.86,5.98,6.05,5.74,-2.06,plata
2004-06-22,5.867,5.875,5.925,5.795,0.12,plata
2004-06-23,5.875,5.86,5.935,5.83,0.14,plata
2004-06-24,6.175,5.875,6.2,5.86,5.11,plata
2004-06-25,6.127,6.169,6.19,6.09,-0.78,plata
2004-06-28,5.898,6.12,6.195,5.88,-3.74,plata
2004-06-29,5.873,5.945,5.97,5.815,-0.42,plata
2004-06-30,5.795,5.865,6.015,5.73,-1.33,plata
2004-07-01,5.953,5.83,5.975,5.82,2.73,plata
2004-07-02,6.015,5.965,6.08,5.835,1.04,plata
2004-07-06,5.98,6.01,6.08,5.89,-0.58,plata
2004-07-07,6.125,5.985,6.16,5.985,2.42,plata
2004-07-08,6.435,6.13,6.47,6.105,5.06,plata
2004-07-09,6.475,6.415,6.57,6.375,0.62,plata
2004-07-12,6.542,6.5,6.585,6.45,1.03,plata
2004-07-13,6.392,6.542,6.545,6.28,-2.29,plata
2004-07-14,6.612,6.4,6.625,6.39,3.44,plata
2004-07-15,6.663,6.615,6.695,6.54,0.77,plata
2004-07-16,6.725,6.66,6.76,6.6,0.93,plata
2004-07-19,6.6,6.705,6.78,6.565,-1.86,plata
2004-07-20,6.612,6.595,6.655,6.445,0.18,plata
2004-07-21,6.41,6.615,6.615,6.34,-3.06,plata
2004-07-22,6.428,6.415,6.51,6.35,0.28,plata
2004-07-23,6.345,6.445,6.445,6.24,-1.29,plata
2004-07-26,6.245,6.345,6.365,6.165,-1.58,plata
2004-07-27,6.247,6.245,6.3,6.16,0.03,plata
2004-07-28,6.373,6.25,6.385,6.11,2.02,plata
2004-07-29,6.355,6.37,6.41,6.235,-0.28,plata
2004-07-30,6.56,6.365,6.65,6.34,3.23,plata
2004-08-02,6.62,6.585,6.705,6.54,0.91,plata
2004-08-03,6.685,6.605,6.695,6.48,0.98,plata
2004-08-04,6.737,6.69,6.83,6.575,0.78,plata
2004-08-05,6.75,6.73,6.765,6.64,0.19,plata
2004-08-06,6.775,6.75,6.9,6.68,0.37,plata
2004-08-09,6.737,6.755,6.78,6.58,-0.56,plata
2004-08-10,6.722,6.7,6.825,6.685,-0.22,plata
2004-08-11,6.527,6.72,6.745,6.46,-2.9,plata
2004-08-12,6.557,6.52,6.65,6.49,0.46,plata
2004-08-13,6.625,6.59,6.665,6.49,1.04,plata
2004-08-16,6.737,6.635,6.785,6.635,1.69,plata
2004-08-17,6.73,6.737,6.785,6.66,-0.1,plata
2004-08-18,6.837,6.74,6.88,6.63,1.59,plata
2004-08-19,6.82,6.845,6.94,6.805,-0.25,plata
2004-08-20,6.87,6.82,7.01,6.775,0.73,plata
2004-08-23,6.745,6.87,6.87,6.665,-1.82,plata
2004-08-24,6.577,6.745,6.75,6.54,-2.49,plata
2004-08-25,6.613,6.575,6.67,6.55,0.55,plata
2004-08-26,6.678,6.635,6.7,6.575,0.98,plata
2004-08-27,6.627,6.715,6.77,6.61,-0.76,plata
2004-08-30,6.747,6.63,6.865,6.625,1.81,plata
2004-08-31,6.812,6.76,6.83,6.705,0.96,plata
2004-09-01,6.83,6.8,6.85,6.74,0.26,plata
2004-09-02,6.81,6.81,6.855,6.75,-0.29,plata
2004-09-03,6.59,6.82,6.83,6.5,-3.23,plata
2004-09-07,6.235,6.605,6.625,6.205,-5.39,plata
2004-09-08,6.212,6.235,6.28,6.1,-0.37,plata
2004-09-09,6.188,6.22,6.28,6.115,-0.39,plata
2004-09-10,6.165,6.19,6.255,6.15,-0.37,plata
2004-09-13,6.215,6.175,6.26,6.07,0.81,plata
2004-09-14,6.23,6.25,6.31,6.21,0.24,plata
2004-09-15,6.3,6.24,6.325,6.17,1.12,plata
2004-09-16,6.318,6.295,6.355,6.26,0.29,plata
2004-09-17,6.288,6.315,6.325,6.21,-0.47,plata
2004-09-20,6.28,6.288,6.295,6.225,-0.13,plata
2004-09-21,6.373,6.28,6.4,6.265,1.48,plata
2004-09-22,6.375,6.365,6.405,6.275,0.03,plata
2004-09-23,6.47,6.375,6.49,6.365,1.49,plata
2004-09-24,6.425,6.47,6.51,6.395,-0.7,plata
2004-09-27,6.55,6.42,6.57,6.395,1.95,plata
2004-09-28,6.61,6.55,6.68,6.535,0.92,plata
2004-09-29,6.695,6.61,6.75,6.57,1.29,plata
2004-09-30,6.938,6.69,6.98,6.665,3.63,plata
2004-10-01,6.943,6.955,7.0,6.88,0.07,plata
2004-10-04,6.765,6.935,6.985,6.72,-2.56,plata
2004-10-05,7.102,6.78,7.135,6.72,4.98,plata
2004-10-06,7.245,7.1,7.28,7.085,2.01,plata
2004-10-07,7.217,7.245,7.3,7.165,-0.39,plata
2004-10-08,7.295,7.21,7.34,7.17,1.08,plata
2004-10-11,7.252,7.3,7.32,7.19,-0.59,plata
2004-10-12,7.055,7.24,7.265,6.96,-2.72,plata
2004-10-13,6.9,7.07,7.08,6.8,-2.2,plata
2004-10-14,7.055,6.95,7.11,6.95,2.25,plata
2004-10-15,7.11,7.06,7.17,7.03,0.78,plata
2004-10-18,6.987,7.1,7.11,6.97,-1.73,plata
2004-10-19,7.195,6.985,7.21,6.91,2.98,plata
2004-10-20,7.352,7.2,7.385,7.15,2.18,plata
2004-10-21,7.31,7.34,7.42,7.195,-0.57,plata
2004-10-22,7.333,7.31,7.37,7.2,0.31,plata
2004-10-25,7.38,7.37,7.53,7.35,0.64,plata
2004-10-26,7.34,7.367,7.39,7.25,-0.54,plata
2004-10-27,7.202,7.35,7.445,7.17,-1.88,plata
2004-10-28,7.192,7.2,7.25,7.06,-0.14,plata
2004-10-29,7.305,7.18,7.33,7.12,1.57,plata
2004-11-01,7.33,7.34,7.38,7.235,0.34,plata
2004-11-02,7.02,7.31,7.33,6.92,-4.23,plata
2004-11-03,7.158,7.025,7.19,6.985,1.97,plata
2004-11-04,7.383,7.15,7.49,7.15,3.14,plata
2004-11-05,7.505,7.375,7.52,7.28,1.65,plata
2004-11-08,7.487,7.52,7.58,7.42,-0.24,plata
2004-11-09,7.535,7.495,7.585,7.435,0.64,plata
2004-11-10,7.42,7.52,7.555,7.36,-1.53,plata
2004-11-11,7.477,7.405,7.49,7.405,0.77,plata
2004-11-12,7.622,7.49,7.67,7.435,1.94,plata
2004-11-15,7.572,7.62,7.66,7.495,-0.66,plata
2004-11-16,7.592,7.555,7.63,7.48,0.26,plata
2004-11-17,7.665,7.58,7.68,7.55,0.96,plata
2004-11-18,7.552,7.66,7.75,7.51,-1.47,plata
2004-11-19,7.6,7.56,7.65,7.5,0.64,plata
2004-11-22,7.572,7.6,7.66,7.565,-0.37,plata
2004-11-23,7.555,7.57,7.615,7.505,-0.22,plata
2004-11-24,7.613,7.58,7.63,7.54,0.77,plata
2004-11-29,7.825,7.69,7.855,7.66,2.78,plata
2004-11-30,7.777,7.82,7.87,7.71,-0.61,plata
2004-12-01,8.08,7.77,8.13,7.765,3.9,plata
2004-12-02,7.96,8.09,8.235,7.915,-1.49,plata
2004-12-03,8.043,7.96,8.09,7.84,1.04,plata
2004-12-06,7.963,8.08,8.08,7.935,-0.99,plata
2004-12-07,7.885,7.965,7.98,7.86,-0.98,plata
2004-12-08,7.145,7.89,7.89,7.03,-9.38,plata
2004-12-09,6.8,7.16,7.22,6.62,-4.83,plata
2004-12-10,6.743,6.8,6.865,6.64,-0.84,plata
2004-12-13,6.83,6.74,6.93,6.74,1.29,plata
2004-12-14,6.755,6.86,6.9,6.68,-1.1,plata
2004-12-15,6.88,6.76,6.955,6.735,1.85,plata
2004-12-16,6.727,6.91,6.97,6.7,-2.22,plata
2004-12-17,6.803,6.72,6.82,6.665,1.13,plata
2004-12-20,6.865,6.815,6.955,6.815,0.91,plata
2004-12-21,6.927,6.87,6.935,6.83,0.9,plata
2004-12-22,6.835,6.925,6.965,6.82,-1.33,plata
2004-12-23,6.915,6.85,6.975,6.835,1.17,plata
2004-12-27,7.005,6.945,7.09,6.935,1.3,plata
2004-12-28,7.058,7.01,7.075,6.96,0.76,plata
2004-12-29,6.827,7.05,7.06,6.8,-3.27,plata
2004-12-30,6.837,6.835,6.885,6.8,0.15,plata
2005-01-03,6.507,6.84,6.84,6.49,-4.83,plata
2005-01-04,6.452,6.52,6.545,6.35,-0.85,plata
2005-01-05,6.535,6.46,6.59,6.41,1.29,plata
2005-01-06,6.455,6.54,6.565,6.41,-1.22,plata
2005-01-07,6.448,6.46,6.595,6.39,-0.11,plata
2005-01-10,6.45,6.45,6.5,6.42,0.03,plata
2005-01-11,6.638,6.46,6.67,6.45,2.91,plata
2005-01-12,6.743,6.65,6.75,6.6,1.58,plata
2005-01-13,6.745,6.73,6.775,6.68,0.03,plata
2005-01-14,6.595,6.75,6.775,6.58,-2.22,plata
2005-01-18,6.655,6.595,6.68,6.565,0.91,plata
2005-01-19,6.625,6.65,6.745,6.605,-0.45,plata
2005-01-20,6.558,6.62,6.64,6.47,-1.01,plata
2005-01-21,6.812,6.565,6.83,6.55,3.87,plata
2005-01-24,6.86,6.805,6.89,6.79,0.7,plata
2005-01-25,6.685,6.855,6.87,6.68,-2.55,plata
2005-01-26,6.805,6.7,6.85,6.695,1.8,plata
2005-01-27,6.82,6.805,6.835,6.725,0.22,plata
2005-01-28,6.795,6.82,6.88,6.75,-0.37,plata
2005-01-31,6.747,6.785,6.79,6.62,-0.71,plata
2005-02-01,6.73,6.755,6.78,6.68,-0.25,plata
2005-02-02,6.75,6.735,6.82,6.72,0.3,plata
2005-02-03,6.677,6.75,6.78,6.59,-1.08,plata
2005-02-04,6.635,6.675,6.71,6.605,-0.63,plata
2005-02-07,6.555,6.63,6.7,6.54,-1.21,plata
2005-02-08,6.557,6.56,6.6,6.49,0.03,plata
2005-02-09,6.59,6.555,6.61,6.495,0.5,plata
2005-02-10,6.965,6.6,6.98,6.57,5.69,plata
2005-02-11,7.21,6.96,7.24,6.945,3.52,plata
2005-02-14,7.34,7.195,7.35,7.195,1.8,plata
2005-02-15,7.36,7.34,7.405,7.21,0.27,plata
2005-02-16,7.255,7.335,7.36,7.115,-1.43,plata
2005-02-17,7.37,7.27,7.43,7.175,1.59,plata
2005-02-18,7.417,7.35,7.455,7.32,0.64,plata
2005-02-22,7.52,7.39,7.57,7.365,1.39,plata
2005-02-23,7.443,7.53,7.56,7.275,-1.02,plata
2005-02-24,7.383,7.43,7.495,7.285,-0.81,plata
2005-02-25,7.337,7.42,7.42,7.23,-0.62,plata
2005-02-28,7.395,7.365,7.495,7.32,0.79,plata
2005-03-01,7.265,7.39,7.39,7.21,-1.76,plata
2005-03-02,7.343,7.27,7.38,7.1,1.07,plata
2005-03-03,7.265,7.335,7.38,7.24,-1.06,plata
2005-03-04,7.385,7.26,7.435,7.19,1.65,plata
2005-03-07,7.395,7.385,7.465,7.34,0.14,plata
2005-03-08,7.538,7.4,7.61,7.395,1.93,plata
2005-03-09,7.64,7.54,7.68,7.46,1.35,plata
2005-03-10,7.527,7.645,7.67,7.495,-1.48,plata
2005-03-11,7.57,7.54,7.62,7.43,0.57,plata
2005-03-14,7.41,7.55,7.565,7.375,-2.11,plata
2005-03-15,7.407,7.41,7.53,7.3,-0.04,plata
2005-03-16,7.452,7.4,7.485,7.39,0.61,plata
2005-03-17,7.407,7.452,7.495,7.34,-0.6,plata
2005-03-18,7.397,7.42,7.42,7.285,-0.14,plata
2005-03-21,7.112,7.385,7.39,7.065,-3.85,plata
2005-03-22,7.078,7.12,7.165,7.05,-0.48,plata
2005-03-23,6.985,7.085,7.1,6.91,-1.31,plata
2005-03-24,6.938,6.975,7.02,6.915,-0.67,plata
2005-03-28,6.91,6.945,6.965,6.83,-0.4,plata
2005-03-29,6.982,6.915,7.02,6.9,1.04,plata
2005-03-30,7.147,6.985,7.17,6.97,2.36,plata
2005-03-31,7.18,7.145,7.225,7.11,0.46,plata
2005-04-01,7.0,7.185,7.19,6.955,-2.51,plata
2005-04-04,7.024,7.02,7.045,6.92,0.34,plata
2005-04-05,7.043,7.035,7.095,6.96,0.27,plata
2005-04-06,7.12,7.04,7.155,7.03,1.09,plata
2005-04-07,7.075,7.12,7.175,7.06,-0.63,plata
2005-04-08,7.165,7.07,7.17,7.015,1.27,plata
2005-04-11,7.255,7.16,7.3,7.135,1.26,plata
2005-04-12,7.155,7.255,7.31,7.1,-1.38,plata
2005-04-13,7.225,7.15,7.27,7.07,0.98,plata
2005-04-14,7.06,7.22,7.23,7.01,-2.28,plata
2005-04-15,7.022,7.04,7.095,6.98,-0.54,plata
2005-04-18,7.045,7.01,7.09,6.95,0.33,plata
2005-04-19,7.25,7.045,7.265,7.01,2.91,plata
2005-04-20,7.337,7.23,7.36,7.2,1.2,plata
2005-04-21,7.217,7.335,7.345,7.19,-1.64,plata
2005-04-22,7.275,7.215,7.335,7.21,0.8,plata
2005-04-25,7.26,7.275,7.3,7.205,-0.21,plata
2005-04-26,7.255,7.25,7.32,7.21,-0.07,plata
2005-04-27,7.135,7.25,7.26,7.085,-1.65,plata
2005-04-28,6.948,7.19,7.195,6.91,-2.62,plata
2005-04-29,6.94,6.965,7.06,6.9,-0.12,plata
2005-05-02,6.875,6.97,6.995,6.81,-0.94,plata
2005-05-03,6.883,6.875,6.915,6.82,0.12,plata
2005-05-04,7.013,6.88,7.05,6.865,1.89,plata
2005-05-05,7.063,7.03,7.1,6.985,0.71,plata
2005-05-06,6.965,7.06,7.09,6.9,-1.39,plata
2005-05-09,7.08,6.95,7.12,6.945,1.65,plata
2005-05-10,7.115,7.08,7.175,7.04,0.49,plata
2005-05-11,7.095,7.115,7.135,7.005,-0.28,plata
2005-05-12,6.965,7.085,7.09,6.93,-1.83,plata
2005-05-13,6.94,6.965,6.98,6.88,-0.36,plata
2005-05-16,6.958,6.95,6.99,6.895,0.26,plata
2005-05-17,7.045,6.965,7.085,6.95,1.25,plata
2005-05-18,7.205,7.04,7.235,7.03,2.27,plata
2005-05-19,7.14,7.205,7.245,7.11,-0.9,plata
2005-05-20,6.955,7.135,7.16,6.945,-2.59,plata
2005-05-23,6.97,6.965,7.035,6.95,0.22,plata
2005-05-24,7.003,6.97,7.115,6.96,0.47,plata
2005-05-25,7.138,7.01,7.155,7.0,1.93,plata
2005-05-26,7.162,7.14,7.24,7.045,0.34,plata
2005-05-27,7.31,7.165,7.315,7.12,2.07,plata
2005-05-31,7.452,7.24,7.5,7.14,1.94,plata
2005-06-01,7.52,7.425,7.61,7.39,0.91,plata
2005-06-02,7.545,7.5,7.63,7.47,0.33,plata
2005-06-03,7.51,7.545,7.615,7.49,-0.46,plata
2005-06-06,7.54,7.48,7.62,7.465,0.4,plata
2005-06-07,7.445,7.54,7.565,7.42,-1.26,plata
2005-06-08,7.475,7.455,7.53,7.41,0.4,plata
2005-06-09,7.27,7.43,7.45,7.21,-2.74,plata
2005-06-10,7.288,7.27,7.31,7.155,0.25,plata
2005-06-13,7.265,7.295,7.33,7.195,-0.32,plata
2005-06-14,7.28,7.27,7.315,7.24,0.21,plata
2005-06-15,7.33,7.28,7.4,7.27,0.69,plata
2005-06-16,7.37,7.33,7.445,7.32,0.55,plata
2005-06-17,7.335,7.37,7.44,7.32,-0.47,plata
2005-06-20,7.302,7.335,7.48,7.265,-0.45,plata
2005-06-21,7.292,7.3,7.31,7.17,-0.14,plata
2005-06-22,7.258,7.295,7.32,7.195,-0.47,plata
2005-06-23,7.273,7.26,7.32,7.19,0.21,plata
2005-06-24,7.28,7.275,7.34,7.23,0.1,plata
2005-06-27,7.242,7.28,7.3,7.215,-0.52,plata
2005-06-28,7.096,7.23,7.24,7.09,-2.02,plata
2005-06-29,7.105,7.135,7.15,7.06,0.13,plata
2005-06-30,7.075,7.115,7.2,7.035,-0.42,plata
2005-07-01,6.895,7.095,7.095,6.85,-2.54,plata
2005-07-05,6.87,6.93,6.95,6.86,-0.36,plata
2005-07-06,6.955,6.91,6.995,6.9,1.24,plata
2005-07-07,6.985,6.97,7.09,6.96,0.43,plata
2005-07-08,7.03,7.0,7.07,6.94,0.64,plata
2005-07-11,7.105,7.055,7.13,7.05,1.07,plata
2005-07-12,7.085,7.105,7.18,7.04,-0.28,plata
2005-07-13,7.07,7.08,7.125,7.05,-0.21,plata
2005-07-14,6.995,7.06,7.12,6.955,-1.06,plata
2005-07-15,6.99,6.995,7.055,6.965,-0.07,plata
2005-07-18,7.005,7.0,7.055,6.985,0.21,plata
2005-07-19,6.985,7.005,7.05,6.95,-0.29,plata
2005-07-20,7.068,6.985,7.11,6.975,1.19,plata
2005-07-21,7.135,7.075,7.215,7.075,0.95,plata
2005-07-22,7.115,7.14,7.185,7.09,-0.28,plata
2005-07-25,7.14,7.105,7.155,7.095,0.35,plata
2005-07-26,7.018,7.14,7.145,7.01,-1.71,plata
2005-07-27,7.04,7.02,7.075,6.965,0.31,plata
2005-07-28,7.2,7.055,7.23,7.05,2.27,plata
2005-07-29,7.262,7.19,7.27,7.15,0.86,plata
2005-08-01,7.305,7.25,7.33,7.245,0.59,plata
2005-08-02,7.262,7.3,7.32,7.245,-0.59,plata
2005-08-03,7.307,7.27,7.33,7.235,0.62,plata
2005-08-04,7.252,7.295,7.315,7.18,-0.75,plata
2005-08-05,7.158,7.25,7.265,7.14,-1.3,plata
2005-08-08,7.015,7.145,7.175,6.98,-2.0,plata
2005-08-09,7.035,7.02,7.05,6.96,0.29,plata
2005-08-10,7.078,7.035,7.105,7.035,0.61,plata
2005-08-11,7.183,7.085,7.22,7.085,1.48,plata
2005-08-12,7.09,7.19,7.255,7.065,-1.29,plata
2005-08-15,6.965,7.095,7.125,6.925,-1.76,plata
2005-08-16,7.043,6.97,7.055,6.95,1.12,plata
2005-08-17,6.993,7.04,7.055,6.95,-0.71,plata
2005-08-18,6.998,6.995,7.035,6.955,0.07,plata
2005-08-19,7.008,7.005,7.03,6.955,0.14,plata
2005-08-22,7.06,7.0,7.1,6.975,0.74,plata
2005-08-23,6.968,7.06,7.095,6.945,-1.3,plata
2005-08-24,6.922,6.975,7.02,6.88,-0.66,plata
2005-08-25,6.832,6.93,6.965,6.79,-1.3,plata
2005-08-26,6.742,6.835,6.865,6.72,-1.32,plata
2005-08-29,6.73,6.755,6.81,6.725,-0.18,plata
2005-08-30,6.765,6.8,6.825,6.705,0.52,plata
2005-08-31,6.855,6.78,6.865,6.76,1.33,plata
2005-09-01,7.038,6.855,7.07,6.855,2.67,plata
2005-09-02,7.055,7.04,7.125,7.005,0.24,plata
2005-09-06,7.098,7.1,7.14,7.04,0.61,plata
2005-09-07,7.118,7.1,7.155,7.075,0.28,plata
2005-09-08,7.028,7.11,7.17,7.01,-1.26,plata
2005-09-09,7.065,7.025,7.095,7.0,0.53,plata
2005-09-12,7.06,7.075,7.14,7.01,-0.07,plata
2005-09-13,7.005,7.055,7.085,6.91,-0.78,plata
2005-09-14,7.045,7.01,7.07,6.995,0.57,plata
2005-09-15,7.078,7.045,7.14,6.985,0.47,plata
2005-09-16,7.288,7.08,7.32,7.07,2.97,plata
2005-09-19,7.398,7.29,7.5,7.265,1.51,plata
2005-09-20,7.375,7.4,7.465,7.33,-0.31,plata
2005-09-21,7.415,7.375,7.45,7.32,0.54,plata
2005-09-22,7.415,7.4,7.525,7.355,0.0,plata
2005-09-23,7.335,7.41,7.425,7.28,-1.08,plata
2005-09-26,7.365,7.33,7.415,7.235,0.41,plata
2005-09-27,7.328,7.375,7.4,7.24,-0.5,plata
2005-09-28,7.403,7.325,7.435,7.295,1.02,plata
2005-09-29,7.555,7.41,7.57,7.39,2.05,plata
2005-09-30,7.512,7.55,7.645,7.49,-0.57,plata
2005-10-03,7.455,7.48,7.495,7.4,-0.76,plata
2005-10-04,7.425,7.455,7.51,7.39,-0.4,plata
2005-10-05,7.478,7.42,7.485,7.36,0.71,plata
2005-10-06,7.595,7.475,7.63,7.42,1.56,plata
2005-10-07,7.77,7.6,7.785,7.58,2.3,plata
2005-10-10,7.845,7.775,7.89,7.745,0.97,plata
2005-10-11,7.875,7.84,7.955,7.78,0.38,plata
2005-10-12,7.838,7.87,7.925,7.8,-0.47,plata
2005-10-13,7.735,7.83,7.83,7.695,-1.31,plata
2005-10-14,7.862,7.74,7.89,7.64,1.64,plata
2005-10-17,7.875,7.84,7.925,7.835,0.17,plata
2005-10-18,7.835,7.85,7.89,7.785,-0.51,plata
2005-10-19,7.64,7.83,7.835,7.61,-2.49,plata
2005-10-20,7.655,7.65,7.705,7.53,0.2,plata
2005-10-21,7.695,7.655,7.7,7.57,0.52,plata
2005-10-24,7.708,7.69,7.76,7.64,0.17,plata
2005-10-25,7.825,7.695,7.87,7.685,1.52,plata
2005-10-26,7.863,7.825,7.925,7.82,0.49,plata
2005-10-27,7.84,7.86,7.945,7.805,-0.29,plata
2005-10-28,7.82,7.86,7.885,7.72,-0.26,plata
2005-10-31,7.58,7.835,7.845,7.575,-3.07,plata
2005-11-01,7.47,7.59,7.62,7.41,-1.45,plata
2005-11-02,7.56,7.49,7.58,7.43,1.2,plata
2005-11-03,7.623,7.55,7.63,7.515,0.83,plata
2005-11-04,7.573,7.62,7.7,7.475,-0.66,plata
2005-11-07,7.605,7.565,7.61,7.45,0.42,plata
2005-11-08,7.625,7.61,7.68,7.54,0.26,plata
2005-11-09,7.678,7.625,7.74,7.625,0.7,plata
2005-11-10,7.705,7.68,7.79,7.67,0.35,plata
2005-11-11,7.76,7.715,7.79,7.685,0.71,plata
2005-11-14,7.782,7.78,7.86,7.77,0.28,plata
2005-11-15,7.787,7.775,7.84,7.7,0.06,plata
2005-11-16,8.002,7.79,8.025,7.765,2.76,plata
2005-11-17,8.102,8.01,8.14,8.0,1.25,plata
2005-11-18,8.067,8.11,8.18,8.035,-0.43,plata
2005-11-21,8.133,8.05,8.17,8.035,0.82,plata
2005-11-22,8.17,8.14,8.225,8.08,0.45,plata
2005-11-23,8.13,8.175,8.21,8.035,-0.49,plata
2005-11-28,8.353,8.155,8.375,8.155,2.74,plata
2005-11-29,8.405,8.46,8.475,8.335,0.62,plata
2005-11-30,8.385,8.395,8.41,8.275,-0.24,plata
2005-12-01,8.602,8.38,8.62,8.29,2.59,plata
2005-12-02,8.647,8.61,8.72,8.545,0.52,plata
2005-12-05,8.735,8.65,8.745,8.63,1.02,plata
2005-12-06,8.792,8.73,8.85,8.6,0.65,plata
2005-12-07,8.877,8.795,8.985,8.775,0.97,plata
2005-12-08,8.99,8.875,9.0,8.785,1.27,plata
2005-12-09,9.095,9.0,9.14,8.985,1.17,plata
