Fecha,Último_plata,Apertura_plata,Máximo_plata,Mínimo_plata,% var._plata,Materia
2000-01-04,5.375,5.42,5.42,5.32,-1.43,plata
2000-01-05,5.21,5.375,5.38,5.16,-3.07,plata
2000-01-06,5.167,5.205,5.215,5.15,-0.83,plata
2000-01-07,5.195,5.17,5.215,5.15,0.54,plata
2000-01-10,5.19,5.19,5.23,5.17,-0.1,plata
2000-01-11,5.195,5.19,5.22,5.19,0.1,plata
2000-01-12,5.143,5.205,5.225,5.125,-1.0,plata
2000-01-13,5.153,5.14,5.175,5.125,0.19,plata
2000-01-14,5.15,5.16,5.18,5.13,-0.06,plata
2000-01-18,5.165,5.16,5.19,5.125,0.29,plata
2000-01-19,5.173,5.17,5.19,5.14,0.15,plata
2000-01-20,5.257,5.18,5.285,5.155,1.62,plata
2000-01-21,5.26,5.26,5.3,5.23,0.06,plata
2000-01-24,5.293,5.26,5.32,5.255,0.63,plata
2000-01-25,5.315,5.295,5.36,5.29,0.42,plata
2000-01-26,5.283,5.32,5.325,5.255,-0.6,plata
2000-01-27,5.415,5.28,5.43,5.255,2.5,plata
2000-01-28,5.327,5.415,5.5,5.32,-1.63,plata
2000-01-31,5.317,5.31,5.36,5.275,-0.19,plata
2000-02-01,5.253,5.32,5.325,5.23,-1.2,plata
2000-02-02,5.24,5.255,5.315,5.235,-0.25,plata
2000-02-03,5.288,5.24,5.295,5.235,0.92,plata
2000-02-04,5.572,5.29,5.6,5.28,5.37,plata
2000-02-07,5.285,5.57,5.6,5.26,-5.15,plata
2000-02-08,5.34,5.29,5.37,5.28,1.04,plata
2000-02-09,5.43,5.345,5.46,5.33,1.69,plata
2000-02-10,5.425,5.43,5.47,5.35,-0.09,plata
2000-02-11,5.35,5.425,5.445,5.335,-1.38,plata
2000-02-14,5.27,5.355,5.355,5.26,-1.5,plata
2000-02-15,5.258,5.28,5.3,5.25,-0.23,plata
2000-02-16,5.305,5.26,5.32,5.255,0.89,plata
2000-02-17,5.265,5.3,5.355,5.25,-0.75,plata
2000-02-18,5.283,5.26,5.295,5.26,0.34,plata
2000-02-22,5.293,5.285,5.3,5.24,0.19,plata
2000-02-23,5.263,5.3,5.305,5.255,-0.57,plata
2000-02-24,5.17,5.26,5.265,5.16,-1.77,plata
2000-02-25,5.088,5.225,5.245,5.08,-1.59,plata
2000-02-28,5.11,5.11,5.15,5.09,0.43,plata
2000-02-29,5.108,5.11,5.15,5.1,-0.04,plata
2000-03-01,5.133,5.125,5.19,5.12,0.49,plata
2000-03-02,5.063,5.14,5.14,5.06,-1.36,plata
2000-03-03,5.153,5.065,5.17,5.06,1.78,plata
2000-03-06,5.105,5.145,5.15,5.1,-0.93,plata
2000-03-07,5.12,5.105,5.165,5.1,0.29,plata
2000-03-08,5.125,5.13,5.14,5.11,0.1,plata
2000-03-09,5.14,5.125,5.155,5.075,0.29,plata
2000-03-10,5.107,5.145,5.155,5.105,-0.64,plata
2000-03-13,5.107,5.12,5.16,5.105,0.0,plata
2000-03-14,5.132,5.12,5.155,5.115,0.49,plata
2000-03-15,5.165,5.135,5.2,5.1,0.64,plata
2000-03-16,5.125,5.17,5.175,5.09,-0.77,plata
2000-03-17,5.13,5.13,5.14,5.105,0.1,plata
2000-03-20,5.068,5.13,5.145,5.06,-1.21,plata
2000-03-21,5.158,5.075,5.2,5.065,1.78,plata
2000-03-22,5.165,5.165,5.21,5.15,0.14,plata
2000-03-23,5.123,5.17,5.17,5.1,-0.81,plata
2000-03-24,5.148,5.125,5.17,5.105,0.49,plata
2000-03-27,5.12,5.155,5.155,5.105,-0.54,plata
2000-03-28,5.103,5.115,5.135,5.095,-0.33,plata
2000-03-29,4.98,5.105,5.12,4.965,-2.41,plata
2000-03-30,4.983,4.99,4.99,4.92,0.06,plata
2000-03-31,5.045,4.98,5.05,4.95,1.24,plata
2000-04-03,5.057,5.045,5.085,5.035,0.24,plata
2000-04-04,5.165,5.055,5.21,5.015,2.14,plata
2000-04-05,5.137,5.155,5.19,5.115,-0.54,plata
2000-04-06,5.132,5.135,5.15,5.1,-0.1,plata
2000-04-07,5.122,5.145,5.145,5.105,-0.19,plata
2000-04-10,5.168,5.135,5.185,5.12,0.9,plata
2000-04-11,5.145,5.17,5.185,5.13,-0.45,plata
2000-04-12,5.148,5.15,5.18,5.115,0.06,plata
2000-04-13,5.175,5.145,5.195,5.14,0.52,plata
2000-04-14,5.175,5.175,5.24,5.125,0.0,plata
2000-04-17,5.143,5.17,5.185,5.135,-0.62,plata
2000-04-18,5.14,5.14,5.175,5.11,-0.06,plata
2000-04-19,5.133,5.145,5.16,5.125,-0.14,plata
2000-04-20,5.0,5.135,5.14,4.97,-2.59,plata
2000-04-24,4.953,5.01,5.035,4.95,-0.94,plata
2000-04-25,5.015,4.955,5.02,4.955,1.25,plata
2000-04-26,4.947,5.01,5.02,4.93,-1.36,plata
2000-04-27,5.015,5.015,5.045,4.975,1.37,plata
2000-04-28,5.015,5.025,5.04,4.985,0.0,plata
2000-05-01,5.077,5.025,5.1,5.0,1.24,plata
2000-05-02,5.077,5.09,5.095,5.06,0.0,plata
2000-05-03,5.077,5.07,5.105,5.055,0.0,plata
2000-05-04,5.17,5.075,5.18,5.065,1.83,plata
2000-05-05,5.053,5.17,5.175,5.035,-2.26,plata
2000-05-08,5.065,5.055,5.095,5.04,0.24,plata
2000-05-09,5.085,5.07,5.135,5.045,0.39,plata
2000-05-10,5.08,5.08,5.11,5.065,-0.1,plata
2000-05-11,5.06,5.075,5.08,5.035,-0.39,plata
2000-05-12,5.058,5.05,5.095,5.035,-0.04,plata
2000-05-15,5.06,5.06,5.07,5.015,0.04,plata
2000-05-16,5.145,5.06,5.19,5.05,1.68,plata
2000-05-17,5.04,5.135,5.14,5.035,-2.04,plata
2000-05-18,5.055,5.055,5.06,5.0,0.3,plata
2000-05-19,5.03,5.06,5.065,5.01,-0.49,plata
2000-05-22,5.048,5.03,5.07,5.025,0.36,plata
2000-05-23,5.048,5.055,5.065,5.035,0.0,plata
2000-05-24,5.02,5.045,5.05,5.0,-0.55,plata
2000-05-25,4.948,5.025,5.04,4.92,-1.43,plata
2000-05-26,4.963,4.955,4.98,4.935,0.3,plata
2000-05-30,4.948,4.98,4.995,4.915,-0.3,plata
2000-05-31,4.965,4.955,4.99,4.945,0.34,plata
2000-06-01,4.965,4.985,4.985,4.91,0.0,plata
2000-06-02,5.05,4.97,5.09,4.955,1.71,plata
2000-06-05,5.075,5.05,5.105,5.045,0.5,plata
2000-06-06,5.11,5.07,5.17,5.05,0.69,plata
2000-06-07,5.12,5.11,5.135,5.085,0.2,plata
2000-06-08,5.097,5.11,5.155,5.08,-0.45,plata
2000-06-09,5.062,5.1,5.115,5.04,-0.69,plata
2000-06-12,5.042,5.07,5.07,5.025,-0.4,plata
2000-06-13,5.025,5.05,5.14,5.015,-0.34,plata
2000-06-14,5.09,5.025,5.11,5.015,1.29,plata
2000-06-15,5.077,5.095,5.115,5.065,-0.26,plata
2000-06-16,5.085,5.08,5.11,5.065,0.16,plata
2000-06-19,5.043,5.09,5.09,5.025,-0.83,plata
2000-06-20,5.035,5.045,5.065,5.025,-0.16,plata
2000-06-21,4.97,5.035,5.055,4.96,-1.29,plata
2000-06-22,4.978,4.97,5.0,4.95,0.16,plata
2000-06-23,4.958,4.98,4.985,4.95,-0.4,plata
2000-06-26,4.985,4.965,4.995,4.94,0.54,plata
2000-06-27,4.958,4.99,5.0,4.935,-0.54,plata
2000-06-28,4.989,4.95,4.99,4.95,0.63,plata
2000-06-29,5.058,5.035,5.12,5.03,1.38,plata
2000-06-30,5.083,5.06,5.11,5.055,0.49,plata
2000-07-05,5.04,5.055,5.075,5.015,-0.85,plata
2000-07-06,5.053,5.04,5.08,5.03,0.26,plata
2000-07-07,5.033,5.05,5.055,5.01,-0.4,plata
2000-07-10,5.053,5.04,5.065,5.035,0.4,plata
2000-07-11,5.01,5.05,5.06,5.005,-0.85,plata
2000-07-12,5.023,5.015,5.05,4.99,0.26,plata
2000-07-13,5.03,5.025,5.05,5.0,0.14,plata
2000-07-14,5.05,5.03,5.075,5.02,0.4,plata
2000-07-17,5.065,5.055,5.09,5.055,0.3,plata
2000-07-18,5.068,5.065,5.085,5.055,0.06,plata
2000-07-19,5.028,5.065,5.07,5.02,-0.79,plata
2000-07-20,5.04,5.03,5.05,5.01,0.24,plata
2000-07-21,4.97,5.035,5.055,4.965,-1.39,plata
2000-07-24,4.988,4.98,5.0,4.95,0.36,plata
2000-07-25,5.033,4.985,5.055,4.98,0.9,plata
2000-07-26,4.99,5.035,5.04,4.975,-0.85,plata
2000-07-27,5.005,5.0,5.04,4.99,0.3,plata
2000-07-28,5.0,5.005,5.025,4.995,-0.1,plata
2000-07-31,5.038,5.01,5.04,4.99,0.76,plata
2000-08-01,5.028,5.035,5.045,5.01,-0.2,plata
2000-08-02,5.023,5.03,5.04,5.01,-0.1,plata
2000-08-03,5.005,5.03,5.03,4.99,-0.36,plata
2000-08-04,4.943,5.005,5.01,4.925,-1.24,plata
2000-08-07,4.97,4.943,4.975,4.94,0.55,plata
2000-08-08,4.935,4.985,5.0,4.915,-0.7,plata
2000-08-09,4.918,4.945,4.945,4.895,-0.34,plata
2000-08-10,4.925,4.92,4.94,4.9,0.14,plata
2000-08-11,4.945,4.925,4.965,4.925,0.41,plata
2000-08-14,4.908,4.95,4.955,4.895,-0.75,plata
2000-08-15,4.883,4.905,4.915,4.875,-0.51,plata
2000-08-16,4.875,4.89,4.915,4.87,-0.16,plata
2000-08-17,4.883,4.885,4.915,4.875,0.16,plata
2000-08-18,4.855,4.89,4.89,4.845,-0.57,plata
2000-08-21,4.868,4.86,4.87,4.855,0.27,plata
2000-08-22,4.848,4.865,4.865,4.835,-0.41,plata
2000-08-23,4.798,4.84,4.855,4.78,-1.03,plata
2000-08-24,4.86,4.8,4.865,4.775,1.29,plata
2000-08-25,4.895,4.86,4.93,4.86,0.72,plata
2000-08-28,4.935,4.9,4.94,4.9,0.82,plata
2000-08-29,4.947,4.93,4.955,4.905,0.24,plata
2000-08-30,4.985,5.015,5.015,4.962,0.77,plata
2000-08-31,5.045,4.985,5.085,4.98,1.2,plata
2000-09-01,5.047,5.045,5.055,5.025,0.04,plata
2000-09-05,5.04,5.04,5.05,5.01,-0.14,plata
2000-09-06,5.027,5.04,5.045,5.02,-0.26,plata
2000-09-07,4.982,5.03,5.03,4.95,-0.9,plata
2000-09-08,4.972,4.98,4.995,4.96,-0.2,plata
2000-09-11,4.937,4.97,4.97,4.93,-0.7,plata
2000-09-12,4.962,4.94,4.985,4.925,0.51,plata
2000-09-13,4.947,4.955,4.97,4.925,-0.3,plata
2000-09-14,4.95,4.945,4.98,4.94,0.06,plata
2000-09-15,4.93,4.96,4.96,4.905,-0.4,plata
2000-09-18,4.938,4.93,4.965,4.93,0.16,plata
2000-09-19,4.945,4.935,4.96,4.93,0.14,plata
2000-09-20,4.893,4.95,4.96,4.885,-1.05,plata
2000-09-21,4.935,4.9,4.94,4.895,0.86,plata
2000-09-22,4.973,4.93,5.01,4.93,0.77,plata
2000-09-25,4.978,4.975,4.98,4.945,0.1,plata
2000-09-26,4.983,4.98,5.0,4.97,0.1,plata
2000-09-27,5.02,4.99,5.03,4.97,0.74,plata
2000-09-28,5.002,5.02,5.025,4.99,-0.36,plata
2000-09-29,4.948,5.01,5.015,4.915,-1.08,plata
2000-10-02,4.955,4.955,4.97,4.945,0.14,plata
2000-10-03,4.962,4.955,4.965,4.945,0.14,plata
2000-10-04,4.923,4.96,4.965,4.92,-0.79,plata
2000-10-05,4.938,4.925,4.955,4.92,0.3,plata
2000-10-06,4.928,4.94,4.955,4.91,-0.2,plata
2000-10-09,4.93,4.94,4.945,4.925,0.04,plata
2000-10-10,4.963,4.94,4.98,4.93,0.67,plata
2000-10-11,4.915,4.97,4.985,4.905,-0.97,plata
2000-10-12,4.968,4.92,4.97,4.91,1.08,plata
2000-10-13,4.925,4.97,4.97,4.915,-0.87,plata
2000-10-16,4.923,4.925,4.945,4.905,-0.04,plata
2000-10-17,4.885,4.93,4.93,4.87,-0.77,plata
2000-10-18,4.893,4.89,4.94,4.88,0.16,plata
2000-10-19,4.865,4.89,4.895,4.855,-0.57,plata
2000-10-20,4.865,4.88,4.89,4.845,0.0,plata
2000-10-23,4.82,4.865,4.885,4.815,-0.92,plata
2000-10-24,4.833,4.82,4.86,4.815,0.27,plata
2000-10-25,4.798,4.835,4.84,4.795,-0.72,plata
2000-10-26,4.765,4.8,4.815,4.76,-0.69,plata
2000-10-27,4.78,4.765,4.805,4.73,0.31,plata
2000-10-30,4.77,4.795,4.81,4.765,-0.21,plata
2000-10-31,4.778,4.775,4.795,4.755,0.17,plata
2000-11-01,4.798,4.78,4.805,4.755,0.42,plata
2000-11-02,4.735,4.795,4.84,4.73,-1.31,plata
2000-11-03,4.765,4.74,4.78,4.74,0.63,plata
2000-11-06,4.785,4.77,4.79,4.765,0.42,plata
2000-11-07,4.745,4.785,4.795,4.74,-0.84,plata
2000-11-08,4.763,4.745,4.775,4.745,0.38,plata
2000-11-09,4.765,4.77,4.78,4.735,0.04,plata
2000-11-10,4.723,4.765,4.77,4.715,-0.88,plata
2000-11-13,4.688,4.72,4.725,4.68,-0.74,plata
2000-11-14,4.695,4.69,4.7,4.67,0.15,plata
2000-11-15,4.688,4.695,4.705,4.665,-0.15,plata
2000-11-16,4.673,4.685,4.71,4.67,-0.32,plata
2000-11-17,4.658,4.675,4.685,4.655,-0.32,plata
2000-11-20,4.655,4.66,4.68,4.65,-0.06,plata
2000-11-21,4.63,4.655,4.68,4.625,-0.54,plata
2000-11-22,4.628,4.63,4.645,4.62,-0.04,plata
2000-11-27,4.698,4.635,4.7,4.62,1.51,plata
2000-11-28,4.698,4.695,4.72,4.69,0.0,plata
2000-11-29,4.7,4.775,4.785,4.69,0.04,plata
2000-11-30,4.758,4.69,4.76,4.69,1.23,plata
2000-12-01,4.723,4.76,4.775,4.71,-0.74,plata
2000-12-04,4.795,4.725,4.825,4.72,1.52,plata
2000-12-05,4.783,4.8,4.81,4.765,-0.25,plata
2000-12-06,4.833,4.78,4.84,4.78,1.05,plata
2000-12-07,4.803,4.835,4.84,4.785,-0.62,plata
2000-12-08,4.725,4.8,4.81,4.71,-1.62,plata
2000-12-11,4.733,4.735,4.74,4.715,0.17,plata
2000-12-12,4.735,4.73,4.78,4.725,0.04,plata
2000-12-13,4.698,4.74,4.74,4.69,-0.78,plata
2000-12-14,4.673,4.7,4.725,4.655,-0.53,plata
2000-12-15,4.635,4.68,4.68,4.625,-0.81,plata
2000-12-18,4.643,4.64,4.665,4.63,0.17,plata
2000-12-19,4.653,4.65,4.66,4.62,0.22,plata
2000-12-20,4.663,4.65,4.71,4.645,0.21,plata
2000-12-21,4.663,4.665,4.675,4.635,0.0,plata
2000-12-22,4.675,4.655,4.685,4.65,0.26,plata
2000-12-26,4.687,4.67,4.705,4.67,0.26,plata
2000-12-27,4.647,4.685,4.7,4.63,-0.85,plata
2000-12-28,4.637,4.645,4.65,4.62,-0.22,plata
2000-12-29,4.635,4.635,4.65,4.605,-0.04,plata
2001-01-02,4.595,4.64,4.65,4.59,-0.86,plata
2001-01-03,4.54,4.595,4.605,4.535,-1.2,plata
2001-01-04,4.58,4.54,4.585,4.54,0.88,plata
2001-01-05,4.6,4.58,4.615,4.56,0.44,plata
2001-01-08,4.59,4.6,4.61,4.58,-0.22,plata
2001-01-09,4.59,4.6,4.6,4.565,0.0,plata
2001-01-10,4.575,4.595,4.595,4.555,-0.33,plata
2001-01-11,4.593,4.585,4.605,4.56,0.39,plata
2001-01-12,4.655,4.6,4.675,4.59,1.35,plata
2001-01-16,4.71,4.645,4.72,4.64,1.18,plata
2001-01-17,4.743,4.71,4.8,4.69,0.7,plata
2001-01-18,4.825,4.74,4.835,4.72,1.73,plata
2001-01-19,4.78,4.83,4.88,4.775,-0.93,plata
2001-01-22,4.805,4.78,4.835,4.74,0.52,plata
2001-01-23,4.805,4.81,4.835,4.79,0.0,plata
2001-01-24,4.793,4.805,4.81,4.765,-0.25,plata
2001-01-25,4.81,4.795,4.86,4.76,0.35,plata
2001-01-26,4.825,4.805,4.85,4.78,0.31,plata
2001-01-29,4.823,4.82,4.835,4.795,-0.04,plata
2001-01-30,4.82,4.81,4.865,4.81,-0.06,plata
2001-01-31,4.815,4.82,4.83,4.795,-0.1,plata
2001-02-01,4.81,4.82,4.825,4.765,-0.1,plata
2001-02-02,4.788,4.8,4.81,4.77,-0.46,plata
2001-02-05,4.698,4.77,4.775,4.695,-1.88,plata
2001-02-06,4.67,4.7,4.7,4.65,-0.6,plata
2001-02-07,4.625,4.665,4.685,4.615,-0.96,plata
2001-02-08,4.57,4.625,4.64,4.565,-1.19,plata
2001-02-09,4.563,4.57,4.585,4.53,-0.15,plata
2001-02-12,4.56,4.56,4.59,4.535,-0.07,plata
2001-02-13,4.55,4.56,4.58,4.545,-0.22,plata
2001-02-14,4.515,4.555,4.565,4.505,-0.77,plata
2001-02-15,4.518,4.52,4.54,4.49,0.07,plata
2001-02-16,4.49,4.525,4.53,4.48,-0.62,plata
2001-02-20,4.42,4.49,4.505,4.41,-1.56,plata
2001-02-21,4.408,4.41,4.44,4.395,-0.27,plata
2001-02-22,4.415,4.41,4.44,4.405,0.16,plata
2001-02-23,4.433,4.415,4.455,4.37,0.41,plata
2001-02-26,4.445,4.435,4.46,4.42,0.27,plata
2001-02-27,4.463,4.5,4.52,4.46,0.4,plata
2001-02-28,4.515,4.465,4.58,4.445,1.17,plata
2001-03-01,4.435,4.52,4.555,4.425,-1.77,plata
2001-03-02,4.458,4.43,4.485,4.43,0.52,plata
2001-03-05,4.455,4.43,4.48,4.425,-0.07,plata
2001-03-06,4.445,4.45,4.47,4.415,-0.22,plata
2001-03-07,4.465,4.455,4.49,4.425,0.45,plata
2001-03-08,4.51,4.465,4.535,4.45,1.01,plata
2001-03-09,4.522,4.52,4.55,4.495,0.27,plata
2001-03-12,4.44,4.54,4.55,4.42,-1.81,plata
2001-03-13,4.45,4.445,4.46,4.4,0.23,plata
2001-03-14,4.458,4.45,4.47,4.415,0.18,plata
2001-03-15,4.353,4.47,4.47,4.34,-2.36,plata
2001-03-16,4.315,4.36,4.37,4.29,-0.87,plata
2001-03-19,4.32,4.305,4.345,4.305,0.12,plata
2001-03-20,4.353,4.335,4.365,4.32,0.76,plata
2001-03-21,4.348,4.35,4.37,4.33,-0.11,plata
2001-03-22,4.355,4.35,4.36,4.305,0.16,plata
2001-03-23,4.363,4.35,4.385,4.335,0.18,plata
2001-03-26,4.38,4.37,4.385,4.35,0.39,plata
2001-03-27,4.435,4.38,4.46,4.345,1.26,plata
2001-03-28,4.375,4.45,4.45,4.37,-1.35,plata
2001-03-29,4.335,4.38,4.39,4.32,-0.91,plata
2001-03-30,4.295,4.34,4.34,4.29,-0.92,plata
2001-04-02,4.315,4.3,4.32,4.27,0.47,plata
2001-04-03,4.313,4.32,4.365,4.295,-0.05,plata
2001-04-04,4.34,4.32,4.37,4.295,0.63,plata
2001-04-05,4.353,4.34,4.36,4.33,0.3,plata
2001-04-06,4.335,4.36,4.37,4.32,-0.41,plata
2001-04-09,4.315,4.34,4.355,4.305,-0.46,plata
2001-04-10,4.325,4.32,4.34,4.3,0.23,plata
2001-04-11,4.363,4.315,4.39,4.305,0.88,plata
2001-04-12,4.368,4.37,4.385,4.35,0.11,plata
2001-04-16,4.44,4.375,4.46,4.365,1.65,plata
2001-04-17,4.368,4.44,4.44,4.36,-1.62,plata
2001-04-18,4.365,4.37,4.385,4.32,-0.07,plata
2001-04-19,4.427,4.37,4.445,4.355,1.42,plata
2001-04-20,4.44,4.435,4.475,4.405,0.29,plata
2001-04-23,4.44,4.44,4.45,4.395,0.0,plata
2001-04-24,4.453,4.44,4.485,4.43,0.29,plata
2001-04-25,4.365,4.45,4.465,4.35,-1.98,plata
2001-04-26,4.377,4.37,4.42,4.365,0.27,plata
2001-04-27,4.4,4.415,4.44,4.395,0.53,plata
2001-04-30,4.358,4.4,4.41,4.35,-0.95,plata
2001-05-01,4.385,4.365,4.395,4.35,0.62,plata
2001-05-02,4.395,4.39,4.425,4.37,0.23,plata
2001-05-03,4.365,4.395,4.415,4.36,-0.68,plata
2001-05-04,4.36,4.37,4.38,4.325,-0.11,plata
2001-05-07,4.327,4.355,4.36,4.325,-0.76,plata
2001-05-08,4.335,4.33,4.345,4.32,0.18,plata
2001-05-09,4.415,4.34,4.425,4.33,1.85,plata
2001-05-10,4.35,4.395,4.42,4.325,-1.47,plata
2001-05-11,4.337,4.35,4.365,4.335,-0.3,plata
2001-05-14,4.357,4.335,4.37,4.33,0.46,plata
2001-05-15,4.32,4.355,4.36,4.315,-0.85,plata
2001-05-16,4.463,4.33,4.475,4.33,3.31,plata
2001-05-17,4.495,4.46,4.51,4.4,0.72,plata
2001-05-18,4.577,4.49,4.625,4.45,1.82,plata
2001-05-21,4.55,4.585,4.655,4.525,-0.59,plata
2001-05-22,4.568,4.55,4.58,4.525,0.4,plata
2001-05-23,4.58,4.575,4.605,4.515,0.26,plata
2001-05-24,4.62,4.58,4.69,4.555,0.87,plata
2001-05-25,4.583,4.61,4.62,4.555,-0.8,plata
2001-05-29,4.54,4.575,4.575,4.52,-0.94,plata
2001-05-30,4.445,4.55,4.55,4.43,-2.09,plata
2001-05-31,4.41,4.455,4.475,4.4,-0.79,plata
2001-06-01,4.423,4.41,4.45,4.385,0.29,plata
2001-06-04,4.335,4.42,4.445,4.325,-1.99,plata
2001-06-05,4.343,4.335,4.375,4.33,0.18,plata
2001-06-06,4.34,4.35,4.375,4.33,-0.07,plata
2001-06-07,4.335,4.35,4.35,4.325,-0.12,plata
2001-06-08,4.37,4.34,4.385,4.31,0.81,plata
2001-06-11,4.338,4.37,4.38,4.32,-0.73,plata
2001-06-12,4.375,4.335,4.38,4.33,0.85,plata
2001-06-13,4.415,4.375,4.425,4.36,0.91,plata
2001-06-14,4.47,4.42,4.495,4.395,1.25,plata
2001-06-15,4.4,4.465,4.47,4.385,-1.57,plata
2001-06-18,4.422,4.395,4.44,4.37,0.5,plata
2001-06-19,4.4,4.42,4.435,4.395,-0.5,plata
2001-06-20,4.345,4.405,4.41,4.33,-1.25,plata
2001-06-21,4.323,4.345,4.36,4.28,-0.51,plata
2001-06-22,4.303,4.32,4.345,4.3,-0.46,plata
2001-06-25,4.298,4.32,4.325,4.29,-0.12,plata
2001-06-26,4.348,4.295,4.355,4.29,1.16,plata
2001-06-27,4.305,4.35,4.35,4.295,-0.99,plata
2001-06-28,4.332,4.35,4.36,4.315,0.63,plata
2001-06-29,4.327,4.325,4.36,4.32,-0.12,plata
2001-07-02,4.31,4.33,4.34,4.28,-0.39,plata
2001-07-03,4.278,4.31,4.32,4.265,-0.74,plata
2001-07-05,4.238,4.28,4.28,4.23,-0.94,plata
2001-07-06,4.265,4.23,4.27,4.2,0.64,plata
2001-07-09,4.243,4.265,4.285,4.23,-0.52,plata
2001-07-10,4.263,4.24,4.28,4.235,0.47,plata
2001-07-11,4.26,4.265,4.285,4.24,-0.07,plata
2001-07-12,4.268,4.27,4.28,4.24,0.19,plata
2001-07-13,4.308,4.27,4.315,4.25,0.94,plata
2001-07-16,4.21,4.3,4.315,4.2,-2.27,plata
2001-07-17,4.248,4.21,4.25,4.205,0.9,plata
2001-07-18,4.288,4.245,4.31,4.19,0.94,plata
2001-07-19,4.24,4.285,4.29,4.205,-1.12,plata
2001-07-20,4.24,4.245,4.25,4.21,0.0,plata
2001-07-23,4.26,4.25,4.29,4.225,0.47,plata
2001-07-24,4.26,4.25,4.27,4.235,0.0,plata
2001-07-25,4.232,4.255,4.26,4.225,-0.66,plata
2001-07-26,4.24,4.235,4.275,4.225,0.19,plata
2001-07-27,4.218,4.235,4.245,4.215,-0.52,plata
2001-07-30,4.208,4.215,4.24,4.2,-0.24,plata
2001-07-31,4.228,4.205,4.235,4.2,0.48,plata
2001-08-01,4.233,4.23,4.245,4.225,0.12,plata
2001-08-02,4.235,4.24,4.255,4.23,0.05,plata
2001-08-03,4.228,4.24,4.24,4.21,-0.17,plata
2001-08-06,4.192,4.23,4.23,4.19,-0.85,plata
2001-08-07,4.172,4.195,4.2,4.115,-0.48,plata
2001-08-08,4.152,4.18,4.18,4.125,-0.48,plata
2001-08-09,4.217,4.145,4.24,4.14,1.57,plata
2001-08-10,4.145,4.215,4.24,4.11,-1.71,plata
2001-08-13,4.147,4.15,4.18,4.125,0.05,plata
2001-08-14,4.202,4.145,4.23,4.135,1.33,plata
2001-08-15,4.155,4.2,4.245,4.125,-1.12,plata
2001-08-16,4.198,4.16,4.23,4.155,1.03,plata
2001-08-17,4.265,4.195,4.295,4.195,1.6,plata
2001-08-20,4.153,4.26,4.265,4.15,-2.63,plata
2001-08-21,4.193,4.15,4.235,4.145,0.96,plata
2001-08-22,4.208,4.21,4.23,4.19,0.36,plata
2001-08-23,4.22,4.2,4.235,4.195,0.29,plata
2001-08-24,4.185,4.215,4.22,4.17,-0.83,plata
2001-08-27,4.197,4.18,4.205,4.16,0.29,plata
2001-08-28,4.183,4.19,4.205,4.18,-0.33,plata
2001-08-29,4.185,4.18,4.2,4.18,0.05,plata
2001-08-30,4.203,4.225,4.235,4.19,0.43,plata
2001-08-31,4.21,4.2,4.225,4.19,0.17,plata
2001-09-04,4.187,4.2,4.21,4.18,-0.55,plata
2001-09-05,4.193,4.19,4.205,4.185,0.14,plata
2001-09-06,4.188,4.2,4.21,4.18,-0.12,plata
2001-09-07,4.183,4.19,4.21,4.18,-0.12,plata
2001-09-10,4.193,4.18,4.2,4.175,0.24,plata
2001-09-14,4.33,4.3,4.345,4.27,2.49,plata
2001-09-17,4.413,4.34,4.425,4.29,1.92,plata
2001-09-18,4.473,4.4,4.48,4.365,1.36,plata
2001-09-19,4.745,4.47,4.76,4.45,6.08,plata
2001-09-20,4.535,4.71,4.71,4.465,-4.43,plata
2001-09-21,4.617,4.54,4.65,4.54,1.81,plata
2001-09-24,4.595,4.625,4.63,4.505,-0.48,plata
2001-09-25,4.547,4.59,4.615,4.515,-1.04,plata
2001-09-26,4.615,4.535,4.63,4.53,1.5,plata
2001-09-27,4.608,4.615,4.65,4.56,-0.15,plata
2001-09-28,4.675,4.6,4.68,4.585,1.45,plata
2001-10-01,4.667,4.665,4.69,4.615,-0.17,plata
2001-10-02,4.65,4.675,4.675,4.615,-0.36,plata
2001-10-03,4.635,4.65,4.69,4.615,-0.32,plata
2001-10-04,4.655,4.63,4.73,4.615,0.43,plata
2001-10-05,4.685,4.65,4.69,4.645,0.64,plata
2001-10-08,4.67,4.7,4.725,4.65,-0.32,plata
2001-10-09,4.55,4.67,4.675,4.535,-2.57,plata
2001-10-10,4.44,4.525,4.565,4.425,-2.42,plata
2001-10-11,4.425,4.44,4.45,4.395,-0.34,plata
2001-10-12,4.47,4.43,4.49,4.41,1.02,plata
2001-10-15,4.393,4.435,4.455,4.37,-1.72,plata
2001-10-16,4.345,4.39,4.405,4.33,-1.09,plata
2001-10-17,4.37,4.35,4.4,4.34,0.58,plata
2001-10-18,4.263,4.37,4.385,4.24,-2.45,plata
2001-10-19,4.273,4.265,4.305,4.245,0.23,plata
2001-10-22,4.235,4.28,4.29,4.205,-0.89,plata
2001-10-23,4.243,4.235,4.265,4.225,0.19,plata
2001-10-24,4.215,4.24,4.26,4.21,-0.66,plata
2001-10-25,4.22,4.215,4.24,4.185,0.12,plata
2001-10-26,4.215,4.225,4.24,4.21,-0.12,plata
2001-10-29,4.243,4.23,4.26,4.225,0.66,plata
2001-10-30,4.263,4.255,4.285,4.25,0.47,plata
2001-10-31,4.225,4.26,4.275,4.19,-0.89,plata
